aptNm,buildYear,contractTerm,contractType,dealYear,dealMonth,dealDay,deposit,monthlyRent,preDeposit,preMonthlyRent,excluUseAr,floor,jibun,sggCd,umdNm,useRRRight
철산역롯데캐슬&SKVIEW클래스티지,2022, , ,2025,2,18,"76,000",0, , ,84.98,16,639-1,41210,철산동, 
철산푸르지오하늘채,2010, , ,2025,2,18,"68,000",0, , ,84.999,17,637,41210,철산동, 
주공6,1990, , ,2025,2,5,"22,000",0, , ,49.94,10,296,41210,하안동, 
이충동부영3단지,1996, , ,2025,2,4,"12,500",0, , ,49.98,4,594-2,41220,이충동, 
호반써밋고덕신도시,2021, , ,2025,2,20,"30,000",0, , ,84.9601,7,2619-1,41220,고덕동, 
주공3,1988, , ,2025,2,17,"1,000",45, , ,46.65,5,909-1,41220,서정동, 
주공4,1990, , ,2025,2,4,"5,700",0, , ,39.27,5,478,41220,이충동, 
이충동부영1단지,1996, , ,2025,2,4,"13,000",0, , ,59.94,10,589-5,41220,이충동, 
주공4,1990, , ,2025,2,4,"5,700",0, , ,39.27,5,478,41220,이충동, 
평택역SKVIEW,2021, , ,2025,2,11,"17,787",23, , ,84.8863,15,733,41220,통복동, 
부영1,1996, , ,2025,2,27,"16,000",0, , ,59.94,7,555,41220,세교동, 
명지미래힐1단지,2004, , ,2025,2,28,"14,000",0, , ,83.456,6,697,41220,포승읍 내기리, 
어울림스퀘어,2020, , ,2025,2,26,"4,000",64, , ,84.97,14,1987-2,41220,고덕동, 
송내주공1단지,2004, , ,2025,2,15,"13,000",0, , ,59.56,5,717-2,41250,지행동, 
에코휴먼빌2차,2018, , ,2025,2,4,"18,000",0, , ,84.93,7,196,41250,지행동, 
지행주공2단지,1999, , ,2025,2,24,"6,000",0, , ,59.99,3,270-3,41250,지행동, 
신창비바패밀리(1단지),2009, , ,2025,2,10,"5,000",0, , ,101.452,10,524,41250,동두천동, 
송내주공1단지,2004, , ,2025,2,13,"2,000",58, , ,59.56,20,717-2,41250,지행동, 
송내주공1단지,2004, , ,2025,2,20,"2,000",55, , ,59.56,12,717-2,41250,지행동, 
아이파크,2005, , ,2025,2,15,"20,000",0, , ,84.7643,5,664-4,41250,송내동, 
대방노블랜드(8단지),2004,25.04~27.04,신규,2025,2,11,"1,000",60, , ,58.7,6,692-3,41250,지행동, 
송내주공1단지,2004,25.04~27.04,신규,2025,2,24,"3,000",70, , ,84.76,11,717-2,41250,지행동, 
송내주공2단지,2004,25.03~27.03,신규,2025,2,12,"1,000",60, , ,51.88,14,722-5,41250,지행동, 
안산고잔7차푸르지오,2005, , ,2025,2,14,"32,000",0, , ,88.949,7,1510,41271,사동, 
반월한양,1990, , ,2025,2,19,"1,000",40, , ,28.215,11,880,41271,본오동, 
본오,1992, , ,2025,2,24,"10,000",0, , ,42.51,15,1506,41271,사동, 
그랑시티자이,2020, , ,2025,2,11,"2,500",135, , ,84.868,4,1639-7,41271,사동, 
그랑시티자이,2020, , ,2025,2,15,"28,000",0, , ,72.4236,42,1639-7,41271,사동, 
파크푸르지오,2018, , ,2025,2,15,"36,000",0, , ,73.9391,29,747,41271,성포동, 
신안1,1993, , ,2025,2,17,"24,000",0, , ,81.72,4,871,41271,본오동, 
예술인,1985, , ,2025,2,4,"1,500",65, , ,61.65,3,583,41271,성포동, 
본오,1992, , ,2025,2,4,"10,000",0, , ,42.51,15,1506,41271,사동, 
신안2,1993, , ,2025,2,4,"11,000",25, , ,62.52,2,879-16,41271,본오동, 
산호한양,1993, , ,2025,2,10,"10,500",0, , ,29.2725,15,1081,41273,선부동, 
대우푸르지오5,2003, , ,2025,2,15,"29,519",0, , ,72.298,7,712,41273,고잔동, 
대우푸르지오5,2003, , ,2025,2,18,"36,000",0, , ,84.807,10,712,41273,고잔동, 
초지역메이저타운푸르지오메트로단지,2019, , ,2025,2,14,"35,000",0, , ,59.9333,35,803,41273,초지동, 
힐스테이트중앙,2018, , ,2025,2,7,"30,000",0, , ,59.9633,14,853,41273,고잔동, 
주공7,1987, , ,2025,2,25,"23,000",0, , ,54.9,7,670,41273,고잔동, 
안산푸르지오브리파크,2023, , ,2025,2,16,"27,000",0, , ,49.7492,30,1003,41273,원곡동, 
수정한양,1991, , ,2025,2,20,"28,000",0, , ,84.975,13,1086,41273,선부동, 
두산위브,2004, , ,2025,2,6,"4,000",80, , ,59.991,15,1445,41273,신길동, 
초지역메이저타운푸르지오파크단지,2019, , ,2025,2,22,"29,400",0, , ,59.9333,32,802,41273,초지동, 
DMC자이더리버,2022, , ,2025,2,16,"55,000",0, , ,84.9961,9,686,41281,덕은동, 
은빛마을11단지,1996, , ,2025,2,21,"31,000",0, , ,60,9,961,41281,화정동, 
소만마을(동성),1994, , ,2025,2,20,"29,000",0, , ,59.4,4,791,41281,행신동, 
DMC자이더리버,2022, , ,2025,2,28,"42,000",0, , ,84.9961,15,686,41281,덕은동, 
도래울센트럴더포레,2014, , ,2025,2,22,"30,450",0, , ,84.93,2,983,41281,도내동, 
지축역센트럴푸르지오,2019, , ,2025,2,8,"47,250",0, , ,84.8637,25,904,41281,지축동, 
샘터마을2,1996, , ,2025,2,19,"2,000",80, , ,49.96,13,983,41281,행신동, 
대곡역두산위브1단지,2023, , ,2025,2,6,"30,975",0, , ,69.99,16,913,41281,토당동, 
삼송역현대헤리엇,2020, , ,2025,2,1,"45,000",0, , ,59.95,39,293,41281,삼송동, 
고양삼송동원로얄듀크,2012, , ,2025,2,8,"42,000",0, , ,110.9118,18,306,41281,삼송동, 
숲속마을(7단지),2006, , ,2025,2,14,"32,000",0, , ,75.98,18,1261,41285,풍동, 
숲속마을9단지(성원),2006, , ,2025,2,7,"37,000",0, , ,100.55,11,1252,41285,풍동, 
하늘마을2단지,2007, , ,2025,2,12,"30,000",0, , ,84.72,11,1700,41285,중산동, 
백마마을(한양),1995, , ,2025,2,3,"15,400",0, , ,41.13,9,732,41285,마두동, 
일산요진와이시티,2016, , ,2025,2,15,"42,000",0, , ,59.89,35,1237,41285,백석동, 
백송마을(두산),1994, , ,2025,2,12,"36,000",0, , ,84.93,10,1140,41285,백석동, 
백마마을(한양),1995, , ,2025,2,3,"15,400",0, , ,41.13,9,732,41285,마두동, 
숲속마을8단지,2006, , ,2025,2,28,"5,000",100, , ,59.72,10,1258,41285,풍동, 
강촌마을(라이프),1992, , ,2025,2,9,"16,000",0, , ,36.45,1,789,41285,마두동, 
숲속마을2단지,2006, , ,2025,2,27,"29,400",0, , ,84.99,1,1286,41285,풍동, 
한화 포레나 킨텍스,2019, , ,2025,2,22,"43,000",0, , ,84.4989,38,2603,41287,대화동, 
하이파크시티일산파밀리에4단지,2011, , ,2025,2,4,"10,000",100, , ,84.44,19,1535,41287,덕이동, 
일산두산위브더제니스,2013, , ,2025,2,5,"62,000",0, , ,170.7209,16,1640,41287,탄현동, 
탄현마을삼환,2000, , ,2025,2,28,"32,500",0, , ,119.053,10,1584,41287,탄현동, 
일산두산위브더제니스,2013, , ,2025,2,21,"47,000",0, , ,120.4817,29,1640,41287,탄현동, 
강선마을19단지우성,1994, , ,2025,2,17,"47,200",0, , ,134.78,1,98,41287,주엽동, 
강선마을2단지경남,1994, , ,2025,2,17,"20,000",0, , ,129.09,2,38,41287,주엽동, 
"큰마을대림,현대아파트",2001, , ,2025,2,8,"22,000",0, , ,59.82,3,121,41287,탄현동, 
성저마을(동익1단지),1995, , ,2025,2,15,"30,000",0, , ,69.31,12,2212,41287,대화동, 
일산동양(955-2),2004, , ,2025,2,15,"28,350",0, , ,84.972,10,955-2,41287,일산동, 
래미안슈르,2008, , ,2025,2,5,"118,000",0, , ,137.211,19,4,41290,원문동, 
래미안슈르,2008, , ,2025,2,18,"68,700",0, , ,84.946,24,4,41290,원문동, 
래미안슈르,2008, , ,2025,2,22,"85,000",0, , ,84.946,3,4,41290,원문동, 
과천위버필드,2021, , ,2025,2,22,"79,500",0, , ,59.94,7,10,41290,원문동, 
래미안슈르,2008, , ,2025,2,24,"83,000",0, , ,84.946,17,4,41290,원문동, 
과천위버필드,2021, , ,2025,2,27,"92,000",0, , ,59.94,14,10,41290,원문동, 
과천위버필드,2021, , ,2025,2,22,"5,000",337, , ,84.98,31,10,41290,원문동, 
주공5,1983, , ,2025,2,19,"40,000",0, , ,124.03,1,6,41290,별양동, 
래미안슈르,2008, , ,2025,2,18,"53,500",0, , ,59.973,10,4,41290,원문동, 
과천위버필드,2021, , ,2025,2,8,"71,700",0, , ,59.68,25,10,41290,원문동, 
건영,1994, , ,2025,2,22,"31,500",0, , ,72.58,13,474,41310,인창동, 
장자마을금호1-2,2001, , ,2025,2,7,"5,000",125, , ,54.949,18,820,41310,교문동, 
대림한숲,1995, , ,2025,2,8,"37,000",0, , ,62.25,11,854,41310,수택동, 
한라비발디,2016, , ,2025,2,8,"48,000",0, , ,84.81,14,590,41310,갈매동, 
대림한숲,1995, , ,2025,2,24,"28,000",0, , ,51.66,18,854,41310,수택동, 
원일아름,1998, , ,2025,2,24,"40,000",0, , ,84.75,14,651-27,41310,인창동, 
주공6,1996, , ,2025,2,22,"5,000",82, , ,49.67,13,668-1,41310,인창동, 
한가람아파트,1994, , ,2025,2,11,"36,000",0, , ,62.01,9,809,41310,교문동, 
대림한숲,1995, , ,2025,2,6,"35,000",0, , ,51.66,3,854,41310,수택동, 
더샵그린포레1단지,2015, , ,2025,2,14,"43,000",0, , ,84.988,6,713,41310,인창동, 
평내마을주공,2004, , ,2025,2,28,"10,926",23, , ,59.53,15,562,41360,평내동, 
모아미래도아파트,2014, , ,2025,2,19,"35,000",0, , ,84.9734,18,899,41360,별내동, 
힐스테이트 황금산,2017, , ,2025,2,8,"43,500",0, , ,59.99,15,3720,41360,다산동, 
남양주라온프라이빗1단지,2019, , ,2025,2,5,"9,000",65, , ,59.703,14,563,41360,화도읍 녹촌리, 
다산리버펠리체2단지,2005, , ,2025,2,27,"40,000",0, , ,84.9826,8,4432-2,41360,다산동, 
우남,1992, , ,2025,2,25,"10,000",0, , ,68.76,4,736-1,41360,진접읍 내각리, 
주공1,1996, , ,2025,2,27,"17,000",0, , ,37.67,2,110-1,41360,와부읍 덕소리, 
남양주라온프라이빗5단지,2019, , ,2025,2,7,"35,000",0, , ,84.8657,11,567,41360,화도읍 녹촌리, 
한솔,2003, , ,2025,2,28,"39,000",0, , ,80.215,20,528-14,41360,와부읍 덕소리, 
벽산,1999, , ,2025,2,13,"33,000",0, , ,84.93,8,976-1,41360,와부읍 도곡리, 
세교우남퍼스트빌,2004, , ,2025,2,28,"22,000",0, , ,84.9834,12,616-1,41370,궐동, 
호반써밋라포레,2023, , ,2025,2,22,"10,000",75, , ,74.6252,3,776,41370,궐동, 
주공1,2000, , ,2025,2,21,"19,000",0, , ,59.99,14,778-1,41370,부산동, 
주공1,2000, , ,2025,2,21,"19,000",0, , ,59.99,14,778-1,41370,부산동, 
오산대역세교모아미래도,2025, , ,2025,2,2,"36,000",0, , ,94.5843,13,772,41370,궐동, 
세교우남퍼스트빌,2004, , ,2025,2,5,"21,000",0, , ,84.9834,6,616-1,41370,궐동, 
오산시티자이1차2단지,2017, , ,2025,2,15,"28,000",0, , ,84.9129,8,801,41370,부산동, 
동부,1996, , ,2025,2,1,"1,000",80, , ,59.76,7,807,41370,원동, 
오산역e-편한세상2단지,2007, , ,2025,2,18,"3,000",130, , ,104.8322,12,900,41370,원동, 
오산SKVIEW1차,2024, , ,2025,2,22,"28,000",0, , ,84.9926,10,437,41370,가수동, 
호반써밋더프라임,2023, , ,2025,2,23,"36,000",0, , ,84.7402,29,2732,41390,정왕동, 
호반베르디움더숲,2019, , ,2025,2,22,"39,000",0, , ,84.96,13,520,41390,산현동, 
목감역호반써밋,2018, , ,2025,2,7,"39,000",0, , ,102.8064,6,721,41390,조남동, 
시흥장현예다음아르테,2022, , ,2025,2,28,"37,000",0, , ,84.3832,14,924,41390,장곡동, 
시흥시청역트리플포레,2020, , ,2025,2,3,"33,000",0, , ,59.95,8,864,41390,능곡동, 
시흥은계호반써밋플레이스,2019, , ,2025,2,8,"34,700",0, , ,84.029,5,644,41390,은행동, 
동진,1991, , ,2025,2,25,"11,500",0, , ,52.32,5,858,41390,신천동, 
시흥배곧SK뷰,2015, , ,2025,2,20,"40,000",0, , ,84.497,16,135,41390,배곧동, 
시화두산,1996, , ,2025,2,24,"14,000",0, , ,50.03,1,1786,41390,정왕동, 
은계브리즈힐,2019, , ,2025,2,20,"40,000",0, , ,74.91,4,620,41390,은행동, 
신안모란,1994, , ,2025,2,4,"34,000",0, , ,66.16,7,1065-4,41410,산본동, 
율곡,1994, , ,2025,2,22,"25,000",0, , ,51.66,15,876,41410,금정동, 
충무주공(872),1993, , ,2025,2,20,"2,000",53, , ,41.85,6,872,41410,금정동, 
율곡,1994, , ,2025,2,1,"2,000",100, , ,51.66,11,876,41410,금정동, 
한양백두,1994, , ,2025,2,15,"40,000",0, , ,96.359,17,1119,41410,산본동, 
주공11,1991, , ,2025,2,17,"20,000",0, , ,49.94,8,1052,41410,산본동, 
충무주공(872),1993, , ,2025,2,15,"13,650",0, , ,35.28,11,872,41410,금정동, 
충무주공(872),1993, , ,2025,2,28,"3,000",65, , ,41.85,5,872,41410,금정동, 
래미안하이어스,2010, , ,2025,2,25,"60,000",0, , ,84.97,14,1240,41410,산본동, 
엘에이치송정마을,2019, , ,2025,2,28,"27,000",0, , ,51.71,10,471-1,41410,도마교동, 
인덕원 센트럴 자이 2단지,2009, , ,2025,2,13,"40,000",0, , ,113.753,12,844,41430,내손동, 
대원칸타빌1,2002, , ,2025,2,8,"31,500",0, , ,59.924,3,795,41430,내손동, 
인덕원푸르지오엘센트로,2019, , ,2025,2,22,"65,000",0, , ,84.9891,16,685,41430,포일동, 
백합벽산,1994, , ,2025,2,25,"28,000",0, , ,84.9,12,841,41430,오전동, 
의왕내손e편한세상,2012, , ,2025,2,25,"49,000",0, , ,59.93,12,846,41430,내손동, 
인덕원 센트럴 자이 2단지,2009, , ,2025,2,8,"47,250",0, , ,84.982,5,844,41430,내손동, 
래미안에버하임,2009, , ,2025,2,22,"40,000",60, , ,84.68,21,842,41430,내손동, 
인덕원 센트럴 자이 2단지,2009, , ,2025,2,10,"40,000",0, , ,59.84,9,844,41430,내손동, 
포일숲속마을휴먼시아,2011, , ,2025,2,24,"4,760",32, , ,46.83,9,658,41430,포일동, 
의왕내손e편한세상,2012, , ,2025,2,22,"47,250",0, , ,84.92,12,846,41430,내손동, 
동원베네스트,2008, , ,2025,2,17,"11,000",81, , ,84.96,7,748,41450,덕풍동, 
미사강변효성해링턴플레이스엔에이치에프,2017, , ,2025,2,1,"17,000",1, , ,59.83,25,1170,41450,망월동, 
미사강변효성해링턴플레이스엔에이치에프,2017, , ,2025,2,1,"14,646",0, , ,51.97,15,1170,41450,망월동, 
미사강변효성해링턴플레이스엔에이치에프,2017, , ,2025,2,1,"17,000",57, , ,84.96,5,1170,41450,망월동, 
위례우미린,2022, , ,2025,2,7,"20,000",180, , ,90.4172,7,639,41450,학암동, 
포웰시티푸르지오라포레,2021, , ,2025,2,10,"62,000",0, , ,90.8184,23,500,41450,감이동, 
위례롯데캐슬 ,2016, , ,2025,2,7,"47,250",0, , ,84.98,2,672,41450,학암동, 
위례포레자이,2021, , ,2025,2,28,"73,000",0, , ,95.9684,10,635,41450,학암동, 
하남한솔솔파크,2006, , ,2025,2,12,"47,000",0, , ,84.99,4,692,41450,덕풍동, 
e편한세상감일,2021, , ,2025,2,28,"60,000",0, , ,84.9853,19,501,41450,감이동, 
힐스테이트몬테로이3단지,2024, , ,2025,2,13,"23,000",0, , ,76.558,20,955,41461,모현읍 왕산리, 
e편한세상용인한숲시티5단지,2018, , ,2025,2,28,"26,000",0, , ,90.508,2,681,41461,남사읍 아곡리, 
힐스테이트몬테로이2단지,2025, , ,2025,2,21,"20,000",0, , ,84.846,11,954,41461,모현읍 왕산리, 
힐스테이트몬테로이1단지,2024, , ,2025,2,16,"3,000",100, , ,84.522,21,953,41461,모현읍 왕산리, 
힐스테이트용인둔전역,2024, , ,2025,2,21,"30,000",0, , ,75.981,10,1021,41461,고림동, 
힐스테이트몬테로이2단지,2025, , ,2025,2,1,"22,000",0, , ,84.846,10,954,41461,모현읍 왕산리, 
힐스테이트몬테로이3단지,2024, , ,2025,2,15,"23,000",0, , ,76.558,12,955,41461,모현읍 왕산리, 
힐스테이트몬테로이2단지,2025, , ,2025,2,4,"24,500",0, , ,84.846,11,954,41461,모현읍 왕산리, 
용인모현스위첸,2012, , ,2025,2,16,"2,000",100, , ,84.981,2,948,41461,모현읍 왕산리, 
역북1단지우남퍼스트빌,2016, , ,2025,2,25,"16,503",0, , ,67.7628,20,781,41461,역북동, 
기흥파크뷰,2004, , ,2025,2,13,"30,450",0, , ,84.94,2,697,41463,신갈동, 
삼성래미안,1998, , ,2025,2,27,"28,000",0, , ,84.885,8,450,41463,보라동, 
흥덕우미린 레이크포레,2009, , ,2025,2,26,"41,000",0, , ,84.99,14,963,41463,영덕동, 
삼거마을삼성래미안1,2002, , ,2025,2,5,"56,000",0, , ,118.484,1,629,41463,마북동, 
신동백롯데캐슬에코1단지,2013, , ,2025,2,23,"50,000",0, , ,99.42,9,1096,41463,중동, 
청덕마을광도와이드빌,2003, , ,2025,2,21,"3,000",100, , ,84.9854,3,482,41463,청덕동, 
쌍용(3단지),2002, , ,2025,2,14,"25,000",0, , ,84.895,7,621,41463,상하동, 
신촌마을포스홈타운1단지,2004, , ,2025,2,18,"68,000",0, , ,133.7209,4,1282,41463,보정동, 
용인동백두산위브더제니스,2021, , ,2025,2,22,"49,000",0, , ,84.8682,10,694,41463,동백동, 
강남마을한라비발디,2004, , ,2025,2,22,"30,000",0, , ,84.99,6,630,41463,상하동, 
새터마을우미린101동,2004, , ,2025,2,20,"40,000",0, , ,59.9534,12,1211,41465,죽전동, 
죽전휴먼빌,2010, , ,2025,2,19,"47,000",0, , ,84.9914,10,1483,41465,죽전동, 
현대,1994, , ,2025,2,8,"37,000",0, , ,60.03,15,700-1,41465,풍덕천동, 
버들치마을성복힐스테이트2차,2010, , ,2025,2,8,"72,000",0, , ,153.249,16,759,41465,성복동, 
래미안이스트팰리스3단지,2010, , ,2025,2,22,"10,000",220, , ,84.99,18,932,41465,동천동, 
동천마을동문굿모닝힐6차,2007, , ,2025,2,21,"66,000",0, , ,132.715,2,913,41465,동천동, 
용인수지신정마을9단지,2000, , ,2025,2,1,"27,300",0, , ,49.26,12,1104,41465,풍덕천동, 
신봉마을LG자이1차,2004, , ,2025,2,12,"50,000",0, , ,101.732,5,873,41465,신봉동, 
더샵동천이스트포레,2020, , ,2025,2,8,"58,800",0, , ,78.2273,16,산151-2,41465,동천동, 
용인수지신정마을9단지,2000, , ,2025,2,8,"40,000",0, , ,59.39,12,1104,41465,풍덕천동, 
해솔마을3단지운정현대,2001, , ,2025,2,28,"24,000",0, , ,84.993,7,2-110,41480,목동동, 
책향기마을10단지동문굿모닝힐(1698),2005, , ,2025,2,15,"21,000",0, , ,84.881,5,1698,41480,동패동, 
한빛마을7단지(한신휴플러스),2011, , ,2025,2,15,"36,900",0, , ,84.88,12,1026,41480,야당동, 
신영지웰운정신도시,2024, , ,2025,2,7,"30,000",0, , ,84.9908,5,2110,41480,동패동, 
숲속길마을6단지동문굿모닝힐,2005, , ,2025,2,22,"24,000",0, , ,101.95,8,1687,41480,동패동, 
가람마을7단지한라비발디,2012, , ,2025,2,20,"40,000",0, , ,131.94,13,1338,41480,와동동, 
책향기마을13단지경남아너스빌,2007, , ,2025,2,27,"12,544",0, , ,59.98,2,1704,41480,동패동, 
동문1차아파트101동,1993, , ,2025,2,6,"14,500",0, , ,84.87,7,11-7,41480,금촌동, 
산내마을9단지힐스테이트운정,2018, , ,2025,2,20,"31,500",0, , ,84.9609,24,1149,41480,목동동, 
초롱꽃마을6단지금강펜테리움,2022, , ,2025,2,22,"32,000",0, , ,84.7064,1,2071,41480,동패동, 
사동리현대아이파크,1994,24.08~25.07,신규,2025,2,19,"1,000",70, , ,59.4,6,441-1,41500,대월면 사동리, 
사동리현대아이파크,1994,24.10~25.09,신규,2025,2,19,"1,000",70, , ,59.4,9,441-1,41500,대월면 사동리, 
엘리프이천하이시티,2024,25.04~35.04,신규,2025,2,28,"23,400",25, , ,84.95,7,1259,41500,부발읍 아미리, 
이천자이더파크,2024,25.03~26.03,신규,2025,2,18,"5,000",100, , ,59.9904,18,519,41500,관고동, 
현대7,1999,25.04~27.04,신규,2025,2,21,"22,000",0, , ,84.99,6,753,41500,부발읍 아미리, 
이천사동신원아침도시아파트,2018,25.04~27.04,신규,2025,2,17,"20,000",0, , ,59.8156,7,524,41500,대월면 사동리, 
이화1차,1996,25.03~26.03,신규,2025,2,27,"1,000",55, , ,49.545,16,96,41500,부발읍 응암리, 
휴먼빌에듀파크시티,2024,25.04~27.04,신규,2025,2,22,"26,000",0, , ,84.9703,18,529,41500,대월면 사동리, 
대신푸른마을,2004,25.04~27.04,신규,2025,2,13,"1,000",70, , ,84.42,4,1271,41500,신둔면 도봉리, 
엘리프이천하이시티,2024,25.03~27.03,신규,2025,2,22,"23,400",25, , ,84.95,4,1259,41500,부발읍 아미리, 
주은청설,2000, , ,2025,2,2,"4,000",0, , ,39.75,14,36-1,41550,공도읍 진사리, 
안성금호어울림더프라임,2024, , ,2025,2,6,"21,600",15, , ,74.7311,8,586,41550,당왕동, 
삼정그린코아더베스트,2019, , ,2025,2,22,"2,000",80, , ,59.5428,20,584,41550,당왕동, 
e편한세상안성그랑루체,2024, , ,2025,2,25,"20,000",0, , ,84.9703,7,587,41550,당왕동, 
안성공도센트럴카운티아파트,2023, , ,2025,2,13,"26,500",6, , ,84.8603,13,757,41550,공도읍 용두리, 
안성공도센트럴카운티아파트,2023, , ,2025,2,18,"24,000",14, , ,84.8603,3,757,41550,공도읍 용두리, 
안성공도서해그랑블아파트,2019, , ,2025,2,21,"20,000",0, , ,72.7378,8,615,41550,공도읍 양기리, 
안성금호어울림더프라임,2024, , ,2025,2,14,"24,300",18, , ,84.7528,13,586,41550,당왕동, 
안성롯데캐슬,2016, , ,2025,2,10,"18,000",0, , ,74.3208,8,820,41550,대덕면 신령리, 
안성금호어울림더프라임,2024, , ,2025,2,17,"21,600",15, , ,74.6987,19,586,41550,당왕동, 
풍년마을(대림),1999, , ,2025,2,26,"26,000",0, , ,84.91,12,808,41570,북변동, 
e편한세상캐널시티,2017, , ,2025,2,22,"32,550",0, , ,84.6387,7,2031,41570,장기동, 
호반베르디움더퍼스트,2020, , ,2025,2,3,"31,000",0, , ,101.953,11,1865-4,41570,장기동, 
마송휴먼시아매수리마을10단지,2010, , ,2025,2,20,"5,400",12, , ,51.53,2,498,41570,통진읍 마송리, 
풍년마을(신일),1999, , ,2025,2,10,"34,000",0, , ,100.517,18,812,41570,북변동, 
한화유로메트로2차,2014, , ,2025,2,11,"32,000",0, , ,84.987,13,775,41570,풍무동, 
김포사우아이파크,2018, , ,2025,2,22,"5,000",150, , ,84.92,4,1481,41570,사우동, 
풍년마을(청구),2000, , ,2025,2,17,"26,000",0, , ,59.97,5,815,41570,북변동, 
풍년마을(진흥),1998, , ,2025,2,28,"19,950",0, , ,59.94,13,857,41570,사우동, 
풍년마을(대림),1999, , ,2025,2,26,"25,000",0, , ,84.91,1,808,41570,북변동, 
중흥에스클래스에듀하이,2019, , ,2025,2,6,"18,850",37, , ,83.0109,19,791,41590,산척동, 
중흥에스클래스에듀하이,2019, , ,2025,2,7,"18,850",37, , ,83.0109,3,791,41590,산척동, 
중흥에스클래스에듀하이,2019, , ,2025,2,9,"18,850",37, , ,83.0109,20,791,41590,산척동, 
중흥에스클래스에듀하이,2019, , ,2025,2,7,"18,980",36, , ,83.1694,8,791,41590,산척동, 
중흥에스클래스에듀하이,2019, , ,2025,2,7,"18,850",37, , ,83.0109,2,791,41590,산척동, 
금호어울림레이크,2018, , ,2025,2,1,"3,000",105, , ,59.96,7,966,41590,장지동, 
향남시범넓은들마을에일린의뜰,2008, , ,2025,2,1,"26,000",0, , ,84.9741,17,441,41590,향남읍 행정리, 
화성우방아이유쉘MEGACITY2단지,2022, , ,2025,2,12,"32,000",0, , ,84.3883,14,928,41590,기안동, 
송산신도시대방노블랜드더퍼스티지1차,2018, , ,2025,2,28,"38,000",0, , ,84.9556,4,14,41590,새솔동, 
우미린더퍼스트,2024, , ,2025,2,3,"25,000",0, , ,84.9927,5,1910,41590,비봉면 삼화리, 
현대모닝사이드2,2001, , ,2025,2,8,"27,000",0, , ,84.778,14,588-1,41610,신현동, 
신일드림빌,2002, , ,2025,2,7,"22,000",0, , ,84.801,12,124-4,41610,초월읍 대쌍령리, 
이편한세상광주역6단지,2016, , ,2025,2,26,"38,000",0, , ,84.9099,17,248,41610,역동, 
오포추자서희스타힐스,2019, , ,2025,2,12,"25,000",0, , ,84.8989,8,586,41610,추자동, 
오포문형양우내안애,2018, , ,2025,2,11,"22,000",0, , ,84.9961,7,600,41610,문형동, 
이편한세상태재1단지,2018, , ,2025,2,18,"31,850",0, , ,84.989,7,1236,41610,신현동, 
신일드림빌,2002, , ,2025,2,15,"19,000",0, , ,84.801,5,124-4,41610,초월읍 대쌍령리, 
초월역한라비발디,2023, , ,2025,2,14,"26,000",0, , ,62.9549,10,400,41610,초월읍 쌍동리, 
"힐스테이트태전(C5,1507~1514동)",2017, , ,2025,2,8,"30,000",0, , ,84.85,4,699,41610,태전동, 
힐스테이트초월역2블록,2024, , ,2025,2,18,"35,000",0, , ,84.9436,10,402,41610,초월읍 쌍동리, 
e편한세상옥정리더스가든,2024, , ,2025,2,8,"28,000",0, , ,84.9926,5,885,41630,옥정동, 
新양주모아엘가니케,2024, , ,2025,2,22,"1,000",70, , ,59.991,18,964,41630,백석읍 홍죽리, 
옥정역로제비앙메트로파크1단지,2022, , ,2025,2,9,"1,000",100, , ,84.6221,6,690,41630,삼숭동, 
옥정중앙역중흥S-클래스센텀시티(2단지),2022, , ,2025,2,24,"22,000",0, , ,76.7803,14,959,41630,옥정동, 
양주회천신도시디에트르센트럴시티,2022, , ,2025,2,26,"3,000",120, , ,84.9532,1,865,41630,덕계동, 
회천파밀리에더퍼스트,2024, , ,2025,2,22,"3,000",95, , ,84.97,11,962,41630,덕계동, 
대성베르힐옥정더센트로,2022, , ,2025,2,26,"20,000",0, , ,104.5001,14,937,41630,옥정동, 
新양주모아엘가니케,2024, , ,2025,2,14,"15,000",0, , ,72.8855,14,964,41630,백석읍 홍죽리, 
양주옥정신도시디에트르에듀포레,2023, , ,2025,2,16,"4,000",95, , ,84.9532,6,869,41630,옥정동, 
옥정역로제비앙메트로파크1단지,2022, , ,2025,2,15,"23,000",0, , ,84.9065,5,690,41630,삼숭동, 
금용로얄,1988, , ,2025,2,11,"6,500",0, , ,37.41,4,222-22,41650,소흘읍 송우리, 
산호,2002, , ,2025,2,24,"2,500",0, , ,39.144,3,740,41650,신북면 기지리, 
후레쉬빌,2003, , ,2025,2,8,"5,500",0, , ,53.008,8,101-3,41650,신북면 기지리, 
포천용정행복주택포애뜰,2018, , ,2025,2,14,"4,446",11, , ,44.86,3,475,41650,군내면 용정리, 
포천송우서희스타힐스,2021, , ,2025,2,2,"20,000",0, , ,84.638,21,735,41650,소흘읍 송우리, 
포천송우서희스타힐스,2021, , ,2025,2,13,"2,000",70, , ,68.655,6,735,41650,소흘읍 송우리, 
휴먼시아,2010, , ,2025,2,7,"4,462",11, , ,50.52,4,700,41650,신읍동, 
일신,1999,25.04~27.04,신규,2025,2,27,500,40, , ,39.95,3,307,41650,신읍동, 
상운,1997,25.02~27.02,신규,2025,2,21,"1,000",50, , ,59.37,10,336,41650,소흘읍 초가팔리, 
