aptNm,buildYear,contractTerm,contractType,dealYear,dealMonth,dealDay,deposit,monthlyRent,preDeposit,preMonthlyRent,excluUseAr,floor,jibun,sggCd,umdNm,useRRRight
CJ나인파크,2007, , ,2025,2,18,"61,290",0, , ,84.98,12,24-6,11170,문배동, 
CJ나인파크,2007, , ,2025,2,8,"66,150",0, , ,97.24,16,24-6,11170,문배동, 
LG한강자이,2003, , ,2025,2,25,"150,150",0, , ,133.79,15,430,11170,이촌동, 
이촌코오롱(A),1999, , ,2025,2,25,"68,000",0, , ,59.82,8,412,11170,이촌동, 
용산e편한세상,2011, , ,2025,2,27,"61,300",0, , ,59.66,12,48,11170,신계동, 
LG한강자이,2003, , ,2025,2,15,"80,000",300, , ,133.78,6,430,11170,이촌동, 
동자,1969, , ,2025,2,25,"15,000",0, , ,44.5,2,19-8,11170,동자동, 
용산롯데캐슬센터포레,2019, , ,2025,2,9,"95,000",0, , ,84.909,11,287,11170,효창동, 
동원베네스트,2005, , ,2025,2,28,"44,000",0, , ,84.973,7,434,11170,이촌동, 
한강(대우),2000, , ,2025,2,27,"100,000",60, , ,134.13,22,415,11170,이촌동, 
금호자이1차,2012, , ,2025,2,5,"85,000",0, , ,84.98,19,1215,11200,금호동2가, 
서울숲아이파크리버포레,2024, , ,2025,2,27,"127,000",0, , ,59.949,3,721,11200,성수동1가, 
왕십리KCC스위첸,2016, , ,2025,2,1,"72,000",0, , ,84.897,11,1002,11200,하왕십리동, 
텐즈힐(2단지),2014, , ,2025,2,17,"90,000",0, , ,84.9,15,811,11200,상왕십리동, 
왕십리금호어울림,2006, , ,2025,2,18,"74,000",0, , ,84.97,19,820,11200,마장동, 
벽산,1996, , ,2025,2,11,"10,000",190, , ,84.94,16,258,11200,하왕십리동, 
건영,2000, , ,2025,2,26,"40,000",40, , ,84.945,11,90,11200,송정동, 
텐즈힐(2단지),2014, , ,2025,2,21,"88,800",0, , ,84.9,5,811,11200,상왕십리동, 
현대I-PARK,2003, , ,2025,2,15,"50,000",100, , ,104.56,15,834,11200,성수동2가, 
래미안 옥수 리버젠,2012, , ,2025,2,14,"125,000",96, , ,134.13,15,561,11200,옥수동, 
구의현대2단지,1996, , ,2025,2,14,"50,000",65, , ,84.75,15,611,11215,구의동, 
구의강변우성아파트,1992,25.02~27.02,신규,2025,2,18,"65,000",0, , ,84.76,21,546-7,11215,구의동, 
현대파크빌,2000,25.04~27.04,갱신,2025,2,15,"47,000",10,"47,000", ,59.76,14,577,11215,광장동,사용
현대5,1989,25.04~27.04,갱신,2025,2,14,"57,750",0,"55,000", ,84.53,5,554-7,11215,광장동,사용
광진코지웰,2014,25.04~26.04,신규,2025,2,15,"1,000",63, , ,15.63,10,113-1,11215,화양동, 
극동2,1989,25.04~27.04,신규,2025,2,6,"53,000",0, , ,84.55,1,218-1,11215,광장동, 
현대프라임,1997,25.02~27.02,갱신,2025,2,27,"60,000",0,"60,000", ,84.99,24,631-1,11215,구의동, 
자양우성7,1998,25.04~27.04,갱신,2025,2,22,"77,000",0,"75,000", ,84.93,14,783-1,11215,자양동,사용
해성아파트,2002,25.04~27.04,신규,2025,2,3,"32,500",0, , ,77.7,3,47-23,11215,구의동, 
자양우성7,1998,25.04~27.04,신규,2025,2,17,"30,000",100, , ,59.94,3,783-1,11215,자양동, 
래미안크레시티,2014, , ,2025,2,3,"56,000",0, , ,59.99,4,690,11230,전농동, 
대명이룸아파트(565-0),2005, , ,2025,2,11,"40,000",0, , ,68.02,10,565,11230,장안동, 
신설동역자이르네,2024, , ,2025,2,6,"47,000",0, , ,45.943,17,96-48,11230,신설동, 
신설동역자이르네,2024, , ,2025,2,8,"5,000",200, , ,42.836,20,96-48,11230,신설동, 
한신,1997, , ,2025,2,22,"37,000",0, , ,59.97,13,60,11230,청량리동, 
신현대,1989, , ,2025,2,27,"29,000",20, , ,55.89,7,65,11230,회기동, 
답십리파크자이,2019, , ,2025,2,25,"40,900",0, , ,49.54,5,1014,11230,답십리동, 
신설동역자이르네,2024, , ,2025,2,25,"51,000",0, , ,42.972,5,96-48,11230,신설동, 
동대문롯데캐슬노블레스,2018, , ,2025,2,22,"57,000",0, , ,59.98,4,695,11230,전농동, 
두산위브,2007, , ,2025,2,22,"55,000",0, , ,59.91,2,998,11230,답십리동, 
한양수자인사가정파크,2019, , ,2025,2,15,"10,000",55, , ,23.1074,1,1543,11260,면목동, 
한일써너스빌,2003, , ,2025,2,22,"47,000",0, , ,84.642,21,81-5,11260,상봉동, 
신내6대주,1996, , ,2025,2,28,"32,000",0, , ,49.77,10,650,11260,신내동, 
건영1,1997, , ,2025,2,17,"37,000",0, , ,84.96,2,1,11260,상봉동, 
두산4,2000, , ,2025,2,28,"10,000",170, , ,84.87,10,1522,11260,면목동, 
신내11대명,1996, , ,2025,2,27,"35,000",0, , ,59.76,13,661,11260,신내동, 
신내 데시앙포레,2013, , ,2025,2,22,"38,850",0, , ,84.94,5,817,11260,신내동, 
신영,2013, , ,2025,2,14,500,53, , ,14.43,8,538,11260,면목동, 
성원,1994, , ,2025,2,18,"42,000",0, , ,84.32,16,783,11260,신내동, 
신내6대주,1996, , ,2025,2,17,"33,000",0, , ,49.77,7,650,11260,신내동, 
롯데캐슬골든힐스,2019, , ,2025,2,8,"35,820",0, , ,59.9284,7,1287-1,11290,길음동, 
종암에스케이,1999, , ,2025,2,28,"53,000",0, , ,84.72,11,104-1,11290,종암동, 
길음뉴타운1단지(래미안길음1차),2003, , ,2025,2,15,"53,000",0, , ,84.96,11,1279,11290,길음동, 
장위지웰에스테이트,2022, , ,2025,2,22,"5,000",110, , ,39.653,3,322-22,11290,장위동, 
래미안라센트,2011, , ,2025,2,13,"56,500",0, , ,84.99,4,134,11290,종암동, 
우남푸르미아,1994, , ,2025,2,27,"29,300",0, , ,59.64,15,55-56,11290,상월곡동, 
래미안길음센터피스,2019, , ,2025,2,20,"10,000",175, , ,59.97,7,1288,11290,길음동, 
길음뉴타운경남아너스빌,1999, , ,2025,2,21,"3,000",130, , ,59.59,11,1015,11290,정릉동, 
삼선푸르지오,2008, , ,2025,2,28,"20,000",110, , ,84.83,6,425,11290,삼선동2가, 
길음뉴타운6단지(래미안),2007, , ,2025,2,24,"59,000",0, , ,84.049,16,1283,11290,길음동, 
에스케이북한산시티,2004, , ,2025,2,18,"10,000",90, , ,59.98,20,1353,11305,미아동, 
미아동부센트레빌,2006, , ,2025,2,14,"47,000",0, , ,59.96,9,474,11305,미아동, 
미아동부센트레빌,2006,25.03~27.03,신규,2025,2,14,"47,000",0, , ,59.96,9,474,11305,미아동, 
에스케이북한산시티,2004,25.02~25.10,갱신,2025,2,27,"50,000",0,"40,000", ,114.85,16,1353,11305,미아동, 
수유벽산1차,1993,25.04~27.04,신규,2025,2,15,"45,000",0, , ,84.92,8,205,11305,수유동, 
유경와이케이라이마,2021,25.03~27.03,신규,2025,2,10,"23,000",0, , ,23.16,7,446-36,11305,번동, 
송천센트레빌,2010,25.04~27.04,신규,2025,2,19,"10,000",200, , ,84.867,13,461,11305,미아동, 
미아동부센트레빌,2006,25.04~27.04,갱신,2025,2,25,"47,000",0,"46,000", ,59.96,4,474,11305,미아동,사용
엘리브,2022,25.02~25.12,신규,2025,2,19,"2,000",135, , ,35.79,8,229-53,11305,수유동, 
주공1단지,1991,25.03~27.03,신규,2025,2,2,"15,000",10, , ,41.3,9,242,11305,번동, 
대우,1995, , ,2025,2,15,"45,000",0, , ,84.88,2,804,11320,창동, 
주공19단지(창동리버타운),1988, , ,2025,2,28,"29,400",30, , ,90.94,2,27,11320,창동, 
주공19단지(창동리버타운),1988, , ,2025,2,25,"42,000",0, , ,90.94,8,27,11320,창동, 
창동주공4단지,1991, , ,2025,2,22,"18,000",0, , ,36.34,2,373,11320,창동, 
동아청솔,1997, , ,2025,2,20,"36,000",0, , ,84.97,5,808,11320,창동, 
삼성래미안,1992, , ,2025,2,22,"40,000",0, , ,73.92,9,45,11320,창동, 
창동신도브래뉴1차,2003, , ,2025,2,25,"49,000",0, , ,84.989,3,820,11320,창동, 
창동주공18단지,1988, , ,2025,2,24,"27,000",0, , ,84.41,5,30,11320,창동, 
상아1차아파트,1987, , ,2025,2,23,"38,000",0, , ,84.99,1,299,11320,창동, 
브라운스톤쌍문,2006, , ,2025,2,10,"38,000",0, , ,59.9788,8,729,11320,쌍문동, 
주공4,1991, , ,2025,2,8,"17,000",0, , ,45.77,4,358-2,11350,중계동, 
청솔(시영7),1989, , ,2025,2,26,"25,000",0, , ,49.5,9,274,11350,하계동, 
상계주공7(고층),1988, , ,2025,2,22,"30,000",0, , ,58.01,6,691,11350,상계동, 
상계주공11(고층),1988, , ,2025,2,13,"40,000",0, , ,79.07,10,652,11350,상계동, 
청구3,1996, , ,2025,2,15,"70,000",0, , ,84.77,3,360-2,11350,중계동, 
한진한화그랑빌,2002, , ,2025,2,8,"37,040",0, , ,59.94,13,18,11350,월계동, 
삼호4,1987, , ,2025,2,13,"23,000",0, , ,50.18,6,12,11350,월계동, 
삼호3,1986, , ,2025,2,15,"3,000",100, , ,59.22,8,13,11350,월계동, 
한신2,1988, , ,2025,2,25,"27,000",0, , ,44.52,12,284,11350,하계동, 
포레나노원,2020, , ,2025,2,15,"47,250",0, , ,59.9908,11,680,11350,상계동, 
백련산힐스테이트2차,2011, , ,2025,2,5,"50,000",0, , ,84.59,7,760,11380,응암동, 
백련산파크자이,2021, , ,2025,2,13,"30,000",0, , ,49.759,9,766,11380,응암동, 
진흥엣세벨,2003, , ,2025,2,22,"30,030",0, , ,57.5033,7,416-1,11380,수색동, 
힐스테이트녹번역,2022, , ,2025,2,22,"60,000",0, , ,59.99,15,770,11380,응암동, 
백련산힐스테이트3차,2011, , ,2025,2,15,"42,000",0, , ,59.63,6,761,11380,응암동, 
은평뉴타운기자촌11단지,2015, , ,2025,2,22,"57,000",0, , ,84.6,13,150,11380,진관동, 
녹번역e편한세상캐슬,2021, , ,2025,2,22,"45,000",50, , ,59.97,1,769,11380,응암동, 
e편한세상 수색 에코포레,2003, , ,2025,2,22,"40,000",0, , ,59.895,7,415-1,11380,수색동, 
구파발9단지래미안(916~928동)BL3-2,2010, , ,2025,2,22,"46,000",0, , ,84.84,7,25,11380,진관동, 
DMC아트포레자이,2023, , ,2025,2,14,"38,000",100, , ,59.9,2,189,11380,수색동, 
인왕산현대,2000, , ,2025,2,15,"41,000",0, , ,59.93,2,460,11410,홍제동, 
홍제한양,1993, , ,2025,2,15,"42,000",0, , ,60.06,7,82,11410,홍제동, 
돈의문센트레빌,2011, , ,2025,2,15,"43,500",103, , ,84.99,4,261,11410,냉천동, 
돈의문센트레빌,2011, , ,2025,2,15,"45,000",103, , ,84.99,4,261,11410,냉천동, 
유원하나,1996, , ,2025,2,14,"37,500",0, , ,72.34,1,454,11410,홍제동, 
홍제센트럴IPARK,2020, , ,2025,2,25,"57,600",0, , ,84.9728,10,473,11410,홍제동, 
천연뜨란채,2006, , ,2025,2,8,"52,000",0, , ,57.78,15,145,11410,천연동, 
홍제센트럴IPARK,2020, , ,2025,2,28,"70,000",0, , ,84.9728,11,473,11410,홍제동, 
문화촌현대,2002, , ,2025,2,25,"42,000",0, , ,84.99,6,463,11410,홍제동, 
DMC파크뷰자이2단지,2015, , ,2025,2,15,"50,000",30, , ,84.909,3,385,11410,남가좌동, 
세양청마루,2003, , ,2025,2,22,"47,250",0, , ,57.44,12,451,11440,신수동, 
마포프레스티지자이,2021, , ,2025,2,9,"30,000",185, , ,59.8772,5,532,11440,염리동, 
공덕3삼성래미안,2004, , ,2025,2,27,"55,650",0, , ,59.97,16,457,11440,공덕동, 
해모로,2007, , ,2025,2,17,"67,000",0, , ,59.867,9,443,11440,창전동, 
마포프레스티지자이,2021, , ,2025,2,7,"68,000",0, , ,59.8772,17,532,11440,염리동, 
한화꿈에그린,2004, , ,2025,2,26,"74,000",0, , ,84.939,6,460,11440,공덕동, 
서강GS,1999, , ,2025,2,22,"10,000",100, , ,59.98,18,30,11440,신정동, 
상암월드컵파크3단지,2003, , ,2025,2,22,"48,000",360, , ,84.84,2,1643,11440,상암동, 
마포래미안푸르지오4단지,2014, , ,2025,2,26,"77,000",0, , ,84.5978,23,777,11440,아현동, 
마포래미안푸르지오2단지,2014, , ,2025,2,26,"62,500",50, , ,59.9796,7,777,11440,아현동, 
목동센트럴아이파크위브4단지,2020, , ,2025,2,28,"65,000",0, , ,84.98,7,1078,11470,신월동, 
목동신시가지5,1986, , ,2025,2,20,"94,500",0, , ,95.06,1,912,11470,목동, 
목동롯데캐슬마에스트로,2019, , ,2025,2,8,"65,000",0, , ,59.984,3,965,11470,목동, 
목동우성3,1999, , ,2025,2,26,"10,000",80, , ,59.69,6,338,11470,신정동, 
벽산블루밍1단지,2003, , ,2025,2,3,"15,000",100, , ,59.9465,8,1022,11470,신월동, 
벽산블루밍1단지,2003, , ,2025,2,3,"15,000",100, , ,59.9465,8,1022,11470,신월동, 
래미안목동아델리체(101동~118동),2021, , ,2025,2,27,"86,000",0, , ,84.9,14,1326,11470,신정동, 
목동신시가지1,1985, , ,2025,2,12,"73,500",50, , ,99.15,5,901,11470,목동, 
목동신시가지11,1988, , ,2025,2,19,"32,100",18, , ,51.48,14,325,11470,신정동, 
학마을1단지,2000, , ,2025,2,28,"10,000",50, , ,49.99,1,1293,11470,신정동, 
마곡엠밸리8단지,2016, , ,2025,2,26,"52,500",0, , ,59.79,6,741,11500,마곡동, 
방화그린,1993, , ,2025,2,20,"5,000",78, , ,49.77,8,839,11500,방화동, 
주공3,1995, , ,2025,2,8,"45,000",0, , ,58.14,14,688,11500,등촌동, 
마곡13단지힐스테이트마스터,2017, , ,2025,2,19,"56,000",0, , ,59.9825,6,748,11500,마곡동, 
마곡13단지힐스테이트마스터,2017, , ,2025,2,7,"79,000",0, , ,84.9805,5,748,11500,마곡동, 
가양6단지,1992, , ,2025,2,22,"31,000",0, , ,49.5,3,1485,11500,가양동, 
방화5,1994, , ,2025,2,8,"21,000",0, , ,33.18,12,814,11500,방화동, 
가양6단지,1992, , ,2025,2,26,"3,000",120, , ,49.5,7,1485,11500,가양동, 
마곡수명산파크4단지,2008, , ,2025,2,22,"35,700",0, , ,59.84,11,753,11500,내발산동, 
강변한솔솔파크,2005, , ,2025,2,10,"5,000",157, , ,84.97,20,300,11500,염창동, 
신도림아이파크,2015, , ,2025,2,6,"32,800",34, , ,57.9753,2,693,11530,신도림동, 
우성(23),1985, , ,2025,2,6,"35,000",0, , ,51.44,4,23,11530,구로동, 
천왕이펜하우스1단지,2011, , ,2025,2,28,"40,000",0, , ,59.94,10,282,11530,천왕동, 
신도림현대,1994, , ,2025,2,9,"10,000",160, , ,80.01,21,560,11530,구로동, 
우성(23),1985, , ,2025,2,22,"35,000",0, , ,51.44,5,23,11530,구로동, 
하버라인2단지,2019, , ,2025,2,1,"41,000",0, , ,59.86,3,237,11530,항동, 
미성,1987, , ,2025,2,22,"3,000",80, , ,52.45,4,290,11530,신도림동, 
대림1,1999, , ,2025,2,3,"36,700",0, , ,59.9,8,642,11530,신도림동, 
미성,1987, , ,2025,2,28,"24,000",0, , ,37.91,7,290,11530,신도림동, 
주공2,1987, , ,2025,2,8,"22,000",0, , ,54.9,4,685-223,11530,구로동, 
럭키남서울아파트,1981, , ,2025,2,17,"5,000",70, , ,49.75,8,1002-1,11545,시흥동, 
독산주공14단지,1990, , ,2025,2,18,"1,000",75, , ,38.64,1,1088,11545,독산동, 
독산주공14단지,1990, , ,2025,2,6,"23,000",0, , ,44.94,4,1088,11545,독산동, 
금천현대,2002, , ,2025,2,8,"30,000",0, , ,59.82,21,711-2,11545,독산동, 
씨앤에스타워,2017,25.03~27.03,신규,2025,2,12,"23,400",17, , ,29.94,2,777,11545,가산동, 
두산,1998,25.04~27.04,신규,2025,2,28,"5,000",150, , ,84.9,1,769,11545,가산동, 
가산지웰에스테이트2차,2018,25.04~26.04,신규,2025,2,26,"3,500",42, , ,14.12,6,143-6,11545,가산동, 
e편한세상독산더타워,2019,25.03~26.03,갱신,2025,2,22,"3,700",168,"3,700",160,59.9673,16,1007-13,11545,독산동,사용
남서울힐스테이트,2014,25.04~27.04,신규,2025,2,4,"20,000",100, , ,59.817,2,1026,11545,시흥동, 
관악산벽산타운5,2004,25.03~27.03,신규,2025,2,25,"40,000",0, , ,114.84,11,1013,11545,시흥동, 
문래공원한신,1988, , ,2025,2,8,"47,000",0, , ,58.96,12,77-2,11560,문래동3가, 
우성3,1989, , ,2025,2,15,"45,000",0, , ,83.66,12,4656,11560,신길동, 
여의도더리브스타일,2020, , ,2025,2,17,"23,000",60, , ,30.2696,12,94-2,11560,영등포동1가, 
문래자이,2001, , ,2025,2,19,"68,250",63, , ,121.53,17,54,11560,문래동3가, 
포레나영등포센트럴,2020, , ,2025,2,27,"97,000",0, , ,84.8025,14,208,11560,영등포동7가, 
경남,1999, , ,2025,2,15,"42,000",0, , ,59.96,3,67-1,11560,신길동, 
브라운스톤당산,2015, , ,2025,2,8,"63,000",0, , ,84.038,10,98,11560,당산동4가, 
문래자이,2001, , ,2025,2,6,"25,000",200, , ,84.98,10,54,11560,문래동3가, 
당산어울림2차,2009, , ,2025,2,8,"61,000",0, , ,84.8711,1,563,11560,당산동3가, 
당산현대5차,2000, , ,2025,2,5,"35,250",50, , ,59.75,4,30-1,11560,당산동4가, 
극동(105),1993, , ,2025,2,27,"45,000",0, , ,51.57,2,105,11590,사당동, 
e편한세상상도노빌리티,2018, , ,2025,2,8,"83,000",0, , ,84.9704,9,903,11590,상도동, 
한강현대,1988, , ,2025,2,18,"55,000",0, , ,66.225,8,28,11590,흑석동, 
포스코더샵,2007, , ,2025,2,20,"46,950",10, , ,59.995,3,521,11590,상도동, 
우성1차,1988, , ,2025,2,28,"57,000",0, , ,84.99,12,565,11590,신대방동, 
골드타워,2025, , ,2025,2,7,"6,600",23, , ,19.423,24,351-5,11590,신대방동, 
사당자이,1999, , ,2025,2,22,"48,000",0, , ,59.89,11,1139,11590,사당동, 
상도역롯데캐슬파크엘,2021, , ,2025,2,12,"62,000",0, , ,59.9818,18,904,11590,상도동, 
극동(105),1993, , ,2025,2,27,"50,500",0, , ,119.5,17,105,11590,사당동, 
대림아파트,1993, , ,2025,2,22,"60,000",0, , ,59.84,11,501,11590,대방동, 
신림2차현대,1996, , ,2025,2,2,"35,000",0, , ,59.91,1,551-9,11620,신림동, 
두산,2000, , ,2025,2,18,"43,050",0, , ,59.92,15,1708,11620,봉천동, 
e편한세상서울대입구2단지,2019, , ,2025,2,23,"63,000",0, , ,59.9,6,1730-1,11620,봉천동, 
힐스테이트뉴포레,2022, , ,2025,2,22,"52,500",0, , ,59.9882,7,1746,11620,신림동, 
낙성대현대(296),1998, , ,2025,2,22,"42,000",0, , ,59.78,11,296,11620,봉천동, 
신림2차푸르지오,2007, , ,2025,2,7,"42,000",0, , ,84.8098,9,1736,11620,신림동, 
반석푸른숲,2006, , ,2025,2,22,"5,000",140, , ,58.67,2,1723,11620,봉천동, 
e편한세상서울대입구1단지,2019, , ,2025,2,23,"63,500",0, , ,59.9,6,1730,11620,봉천동, 
e편한세상서울대입구2차,2020, , ,2025,2,26,"25,000",165, , ,84.31,9,1733,11620,봉천동, 
벽산블루밍,2005, , ,2025,2,22,"46,200",0, , ,84.99,2,1718,11620,봉천동, 
서초포레스타2단지,2015, , ,2025,2,10,"82,500",0, , ,84.87,2,384,11650,내곡동, 
DK밸리뷰시티,2019, , ,2025,2,17,"20,000",60, , ,26.58,13,1584-6,11650,서초동, 
아크로리버파크,2016, , ,2025,2,19,"76,829",0, , ,59.97,8,2-12,11650,반포동, 
서초네이처힐7단지,2011, , ,2025,2,15,"10,000",250, , ,59.99,16,735,11650,우면동, 
반포래미안아이파크,2018, , ,2025,2,15,"56,460",330, , ,84.93,22,1341,11650,반포동, 
서초포레스타3단지,2014, , ,2025,2,27,"72,000",0, , ,59.96,10,568,11650,신원동, 
서초네이처힐3단지,2013, , ,2025,2,28,"63,000",0, , ,84.61,5,717,11650,우면동, 
반포래미안아이파크,2018, , ,2025,2,15,"108,200",270, , ,112.95,3,1341,11650,반포동, 
신반포12,1982, , ,2025,2,3,"37,000",0, , ,75.79,9,50-5,11650,잠원동, 
서리풀e편한세상,2010, , ,2025,2,26,"135,000",0, , ,84.97,9,906-13,11650,방배동, 
우성7,1987, , ,2025,2,15,"65,000",0, , ,83.69,2,615,11680,일원동, 
한양1차(영동한양),1977, , ,2025,2,22,"78,000",0, , ,78.05,9,490,11680,압구정동, 
현대2,1986, , ,2025,2,8,"96,000",0, , ,131.83,1,654,11680,개포동, 
한양1차(영동한양),1977, , ,2025,2,1,"34,500",90, , ,49.98,2,490,11680,압구정동, 
래미안블레스티지,2019, , ,2025,2,3,"114,450",0, , ,84.943,6,1280,11680,개포동, 
도곡렉슬,2006, , ,2025,2,12,"120,000",280, , ,120.8233,4,527,11680,도곡동, 
청담2차이-편한세상(204동),2005, , ,2025,2,11,"120,000",0, , ,107.71,2,15,11680,청담동, 
역삼래미안,2005, , ,2025,2,24,"95,000",0, , ,59.4,20,757,11680,역삼동, 
신동아(22),1997, , ,2025,2,25,"41,000",0, , ,35.73,9,22,11680,논현동, 
"현대14차(203,204,205,206동)",1987, , ,2025,2,3,"73,500",0, , ,84.98,12,447,11680,압구정동, 
잠실엘스,2008, , ,2025,2,22,"103,000",0, , ,59.96,12,19,11710,잠실동, 
장미1,1979, , ,2025,2,14,"70,000",0, , ,99,2,7,11710,신천동, 
헬리오시티,2018, , ,2025,2,5,"100,000",0, , ,84.98,19,913,11710,가락동, 
현대백조,1997, , ,2025,2,11,"30,000",140, , ,78.59,17,11,11710,오금동, 
우성,1986, , ,2025,2,8,"28,000",0, , ,43.79,1,96-1,11710,가락동, 
헬리오시티,2018, , ,2025,2,22,"71,400",0, , ,49.32,18,913,11710,가락동, 
거여1단지,1997, , ,2025,2,24,"39,000",0, , ,49.8,11,290,11710,거여동, 
헬리오시티,2018, , ,2025,2,15,"110,000",0, , ,84.95,26,913,11710,가락동, 
파크리오,2008, , ,2025,2,15,"80,000",220, , ,121.63,12,17,11710,신천동, 
헬리오시티,2018, , ,2025,2,8,"110,000",0, , ,84.98,28,913,11710,가락동, 
선사현대아파트,2000, , ,2025,2,18,"5,000",150, , ,59.64,9,509,11740,암사동, 
선사현대아파트,2000, , ,2025,2,22,"55,000",0, , ,82.94,1,509,11740,암사동, 
이편한세상강동에코포레,2020, , ,2025,2,15,"25,000",120, , ,59.97,13,477,11740,길동, 
래미안힐스테이트고덕,2016, , ,2025,2,22,"49,000",65, , ,59.35,16,688,11740,고덕동, 
고덕그라시움,2019, , ,2025,2,22,"63,000",0, , ,84.046,9,693,11740,고덕동, 
고덕아르테온,2020, , ,2025,2,9,"68,500",0, , ,59.98,18,519,11740,상일동, 
한솔애리즈,2010, , ,2025,2,18,"20,000",120, , ,84.74,2,405-9,11740,성내동, 
고덕센트럴푸르지오,2020, , ,2025,2,8,"55,650",0, , ,59.14,31,210-1,11740,고덕동, 
강동리엔파크14단지,2021, , ,2025,2,13,"50,000",0, , ,59.94,13,28,11740,상일동, 
힐스테이트 강동 리버뷰,2019, , ,2025,2,20,"75,000",0, , ,84.9979,26,675,11740,암사동, 
수원 SK SKY VIEW,2013, , ,2025,2,28,"17,000",115, , ,84.911,25,945,41111,정자동, 
노을마을대동,2000,25.03~27.03,신규,2025,2,4,"25,300",0, , ,59.97,13,888-2,41111,정자동, 
목화,1994,25.04~27.04,신규,2025,2,11,"25,000",0, , ,84.82,7,214,41111,연무동, 
경성B,1987,25.03~27.03,신규,2025,2,27,"1,000",60, , ,58.23,3,257,41111,연무동, 
