kaptCode,기본정보.1.kaptName,bjdCode,평균_매매가,평균_전세가,전용면적,갭차이,kaptdaCnt,기본정보.1.kaptAddr,기본정보.1.kaptDongCnt,기본정보.1.kaptdaCnt,기본정보.1.hoCnt,기본정보.1.privArea,기본정보.1.bjdCode
A10025768,이편한세상 상도노빌리티,1159010200,163930,83000,84.96882,80930,893,서울특별시 동작구 상도동 903 이편한세상 상도노빌리티,8,893,893,70828.56,1159010200
A14010003,용산CJ나인파크,1117012200,143500,61882.5,84.98,81617.5,280,서울특별시 용산구 문배동 24-6 용산CJ나인파크,2,280,280,28564.9,1117012200
A10027920,텐즈힐1단지,1120010200,171088.8889,89400,84.9,81688.88889,1369,서울특별시 성동구 하왕십리동 1066 텐즈힐1단지,18,1369,1369,129089.76,1120010200
A15608003,이수힐스테이트,1159010600,143500,61425,59.9992,82075,680,서울특별시 동작구 동작동 333 이수힐스테이트,15,680,680,59856.36,1159010600
A42703002,과천래미안슈르,4129010800,162920.4188,79953.9267,79.60460733,82966.49215,3143,경기도 과천시 원문동 4 과천래미안슈르,48,3143,3143,272565.394,4129010800
A15722009,마곡엠밸리1단지,1150010500,136000,52185,84.89,83815,237,서울특별시 강서구 마곡동 734 마곡엠밸리1단지,4,237,237,16133.54,1150010500
A10026816,아크로타워스퀘어,1156010800,170500,86600,84.69,83900,1221,서울특별시 영등포구 영등포동7가 145-8 아크로타워스퀘어,7,1221,1221,89162.7,1156010800
A10024479,과천센트럴파크푸르지오써밋,4129011000,199428.5714,115000,84.98857143,84428.57143,1317,경기도 과천시 부림동 96 과천센트럴파크푸르지오써밋,15,1317,1317,109599.45,4129011000
A10024378,위례호반써밋,4145011600,141333.3333,56000,109.3822,85333.33333,699,경기도 하남시 학암동 652 위례호반써밋,9,699,699,73524.7279,4145011600
A10024433,과천위버필드아파트,4129010800,174752.0408,89155.10204,64.24510204,85596.93878,2128,경기도 과천시 원문동 10 과천위버필드아파트,21,2128,2128,224354.34,4129010800
A10025263,고덕 그라시움 아파트,1174010200,154888.8889,68063.49206,61.71047619,86825.39683,4932,서울특별시 강동구 고덕동 212 고덕 그라시움 아파트,53,4932,4935,367195.74,1174010200
A10026944,위례센트럴자이,4113110800,144277.7778,57333.33333,70.46333333,86944.44444,1413,경기도 성남수정구 창곡동 504 위례센트럴자이,19,1413,1413,87680.57,4113110800
A13778205,서초네이처힐3단지,1165010300,151000,63000,84.61,88000,1251,서울특별시 서초구 우면동 717 서초네이처힐3단지,17,1251,1251,90865.52,1165010300
A10025533,용산롯데캐슬센터포레아파트,1117011900,183625,95000,84.906375,88625,478,서울특별시 용산구 효창동 13-2 용산롯데캐슬센터포레아파트,7,478,478,32777.66,1117011900
A10025010,고덕 아르테온 아파트,1174010300,157637.2881,68385.59322,71.41338983,89251.69492,4066,서울특별시 강동구 상일동 519 고덕 아르테온 아파트,41,4066,4066,320038.25,1174010300
A12103002,신공덕3차삼성래미안,1144010300,146208.3333,55650,59.97,90558.33333,366,서울특별시 마포구 신공덕동 161 신공덕3차삼성래미안,6,366,366,29006.94,1144010300
A10027207,래미안힐스테이트 고덕,1174010200,169142.8571,76000,84.83,93142.85714,3658,서울특별시 강동구 고덕동 670 래미안힐스테이트 고덕,51,3658,3658,289807.74,1174010200
A13880701,가락미륭아파트,1171010700,133750,40000,83.58,93750,435,서울특별시 송파구 가락동 138 가락미륭아파트,4,435,435,29993.54,1171010700
A12175201,마포래미안푸르지오,1144010100,172954,72584,65.868032,100370,0,서울특별시 마포구 아현동 0 마포래미안푸르지오,,0,0,0,1144010100
A10026881,서울역센트럴자이아파트,1114017400,167442.3077,64076.92308,76.34779231,103365.3846,1341,서울특별시 중구 만리동2가 273 서울역센트럴자이아파트,14,1341,1341,91296.81,1114017400
A10027951,공덕자이(임대),1144010100,193481.8182,87500,84.99,105981.8182,201,서울특별시 마포구 아현동 799 공덕자이(임대),2,201,201,7316.4,1144010100
A10024347,마포프레스티지자이아파트,1144010900,174500,65500,59.883025,109000,1694,서울특별시 마포구 염리동 507 마포프레스티지자이아파트,18,1694,1694,117649.87,1144010900
A15679107,흑석한강센트레빌,1159010500,173400,63000,84.92377778,110400,655,서울특별시 동작구 흑석동 335 흑석한강센트레빌,10,655,655,54329.68,1159010500
A10023508,마포더클래시,1144010100,173444.2308,61883.65385,62.85576923,111560.5769,1419,서울특별시 마포구 아현동 804 마포더클래시,17,1419,1419,90160.42,1144010100
A10021637,동원베네스트,1117013100,157500,44000,84.973,113500,129,서울특별시 용산구 한남동 522-1 동원베네스트,1,129,129,10419.83,1117013100
A42780602,과천래미안에코팰리스,4129010700,179087.5,63000,84.947,116087.5,659,경기도 과천시 중앙동 71 과천래미안에코팰리스,12,659,659,55787.847,4129010700
A10027105,경희궁자이3단지,1111017700,218175.4717,101149.0566,81.04067925,117026.4151,589,서울특별시 종로구 평동 233 경희궁자이3단지,8,589,589,45327.031,1111017700
A46340004,판교봇들마을9단지금호어울림아파트,4113510900,225800,106200,109.414,119600,850,경기도 성남분당구 삼평동 744 판교봇들마을9단지금호어울림아파트,14,850,850,93919.17,4113510900
A15685702,흑석한강현대,1159010500,177000,55714.28571,75.48714286,121285.7143,960,서울특별시 동작구 흑석동 28 흑석한강현대,13,960,960,90612.75,1159010500
A14009001,용산e편한세상,1117012300,197750,70450,78.0725,127300,867,서울특별시 용산구 신계동 48 용산e편한세상,13,867,867,71064.41,1117012300
A13592706,역삼래미안,1168010100,223466.6667,95000,59.4,128466.6667,1050,서울특별시 강남구 역삼동 757 역삼래미안,12,1050,1050,69465.86,1168010100
A10025867,흑석롯데캐슬에듀포레,1159010500,182785.7143,50085,84.98414286,132700.7143,545,서울특별시 동작구 흑석동 340 흑석롯데캐슬에듀포레,7,545,545,38395.02,1159010500
A10024564,개포래미안포레스트,1168010300,234866.6667,100000,59.92,134866.6667,2296,서울특별시 강남구 개포동 1282 개포래미안포레스트,31,2296,2296,178215.29,1168010300
A13790721,신반포7차,1165010600,210500,70000,107.29,140500,320,서울특별시 서초구 잠원동 65-32 신반포7차,3,320,320,39724.98,1165010600
A10025770,아크로 리버하임,1159010500,239218.75,90300,84.917925,148918.75,1073,서울특별시 동작구 흑석동 158-1 아크로 리버하임,20,1073,1073,81538.28,1159010500
A13704404,반포미도아파트,1165010700,233333.3333,69000,71.49,164333.3333,1260,서울특별시 서초구 반포동 60-4 반포미도아파트,8,1260,1260,107049.6,1165010700
A13583507,은마,1168010600,286066.6667,80000,76.79,206066.6667,4424,서울특별시 강남구 대치동 316 은마,28,4424,4424,353088.96,1168010600
A10025675,래미안블레스티지,1168010300,320785.7143,114450,84.94085714,206335.7143,1957,서울특별시 강남구 개포동 1280 래미안블레스티지,23,1957,1957,160922.329,1168010300
A14003007,LG한강자이,1117012900,370000,150150,133.79,219850,656,서울특별시 용산구 이촌동 430 LG한강자이,10,656,656,107575.09,1117012900
A13779431,신반포22,1165010600,263000,37000,75.79,226000,132,서울특별시 서초구 잠원동 65-33 신반포22,1,132,132,15167.56,1165010600
A10027800,래미안 대치 팰리스,1168010600,405375,152200,84.985,253175,1608,서울특별시 강남구 대치동 633 래미안 대치 팰리스,17,1608,1608,154173.87,1168010600
A10027205,아크로리버파크,1165010700,374000,76829,59.98,297171,1612,서울특별시 서초구 반포동 2-12 아크로리버파크,15,1612,1612,155508.55,1165010700
